content,content_stemmed_no_common_2,content_regex,content_regex_norm,text_clean,_tokens,tokens_clean,score,sentiment,reviewCreatedVersion,major_version,at,thumbsUpCount
manajemen garuda untuk urusan reschedule dan refund kebijakannya buruk... perlu goodwill tepat sehingga penumpang tidak pasrah dipaksa menerima syarat maskapai..sekali hangus jutaan pak...siapapun pasti emosi jika dlm posisi penumpang,manajemen urus reschedule refund bijak buruk goodwill tumpang pasrah paksa terima syarat maskapaisekali hangus juta paksiapapun emosi posisi tumpang,manajemen urus reschedule refund bijak buruk goodwill tumpang pasrah paksa terima syarat maskapaisekali hangus juta paksiapapun emosi posisi tumpang,manajemen urus reschedule refund bijak buruk goodwil tumpang pasrah paksa terima syarat maskapaisekali hangus juta paksiapapun emosi posisi tumpang,manajemen urus reschedule refund bijak buruk tumpang pasrah paksa terima syarat hangus juta emosi posisi tumpang,"['manajemen', 'urus', 'reschedule', 'refund', 'bijak', 'buruk', 'goodwil', 'tumpang', 'pasrah', 'paksa', 'terima', 'syarat', 'maskapaisekali', 'hangus', 'juta', 'paksiapapun', 'emosi', 'posisi', 'tumpang']","['manajemen', 'urus', 'reschedule', 'refund', 'bijak', 'buruk', 'tumpang', 'pasrah', 'paksa', 'terima', 'syarat', 'hangus', 'juta', 'emosi', 'posisi', 'tumpang']",2,negative,5.1.0,5,2020-03-13 13:16:30,6
easy application,easy application,easy application,easy application,easy application,"['easy', 'application']","['easy', 'application']",5,positive,,nan,2020-03-13 09:18:39,0
good,good,good,good,good,['good'],['good'],5,positive,5.1.0,5,2020-03-12 03:47:53,0
bangus dan nyaman selama memakai maskapai garuda indonesia,bangus nyaman pakai maskapai indonesia,bangus nyaman pakai maskapai indonesia,bangus nyaman pakai maskapai indonesia,nyaman pakai maskapai indonesia,"['bangus', 'nyaman', 'pakai', 'maskapai', 'indonesia']","['nyaman', 'pakai', 'maskapai', 'indonesia']",5,positive,,nan,2020-03-10 13:25:12,0
"tidak bisa cek tiket, mau reset pass miles katanya akan dikirim email, tapi gak dikirim kirim dan acc milesnya tidak bisa diakses",cek tiket reset pas miles kirim email kirim kirim acc milesnya akses,cek tiket reset pas miles kirim email kirim kirim acc milesnya akses,cek tiket reset pas miles kirim email kirim kirim ac milesnya akses,cek tiket reset pas miles kirim email kirim kirim ac milesnya akses,"['cek', 'tiket', 'reset', 'pas', 'miles', 'kirim', 'email', 'kirim', 'kirim', 'ac', 'milesnya', 'akses']","['cek', 'tiket', 'reset', 'pas', 'miles', 'kirim', 'email', 'kirim', 'kirim', 'ac', 'milesnya', 'akses']",2,negative,,nan,2020-03-08 16:57:37,0
excellent,excellent,excellent,excellent,excellent,['excellent'],['excellent'],5,positive,5.0.4,5,2020-03-05 23:02:24,0
"aplikasi saya udah lama egk bisa loging lagi dari awal 2019 s/d sekarang, setiap saya loging selalu something went wrong.. padahal miles saya udah platinum/elite plus. udah saya ke kantor garuda bebepa x dan mereka tdk mengerti jg. dan instal ke beberapa hp jg egk bisa mohon bantuan min",egk loging 2019 sd loging something went wrong miles platinumelite plus kantor bebepa kali erti jg instal hp egk mohon bantu min,egk loging sd loging something went wrong miles platinumelite plus kantor bebepa kali erti jg instal hp egk mohon bantu min,egk loging sd loging something went wrong miles platinumelite plus kantor bebepa kali erti jg instal hp egk mohon bantu min,egk loging sd loging something went wrong miles plus kantor kali erti jg instal hp egk mohon bantu min,"['egk', 'loging', 'sd', 'loging', 'something', 'went', 'wrong', 'miles', 'platinumelite', 'plus', 'kantor', 'bebepa', 'kali', 'erti', 'jg', 'instal', 'hp', 'egk', 'mohon', 'bantu', 'min']","['egk', 'loging', 'sd', 'loging', 'something', 'went', 'wrong', 'miles', 'plus', 'kantor', 'kali', 'erti', 'jg', 'instal', 'hp', 'egk', 'mohon', 'bantu', 'min']",3,neutral,5.1.0,5,2020-03-05 13:03:09,7
"bagus selama ini pakai maskapai ini untuk penerbangan domestik dan beberapa kali penerbangan internasional. saya member platinum elite plus. bisa memanfaatkan fasilitas reedem miles, lounge yang mewah, extra baggasi +20 kg, prioritas boarding & check in, dll. terimakasih garuda indonesia. jaya selalu.",bagus pakai maskapai terbang domestik kali terbang internasional member platinum elite plus manfaat fasilitas reedem miles lounge mewah extra baggasi 20 kg prioritas boarding check in dll terimakasih indonesia jaya,bagus pakai maskapai terbang domestik kali terbang internasional member platinum elite plus manfaat fasilitas reedem miles lounge mewah extra baggasi kg prioritas boarding check in dll terimakasih indonesia jaya,bagus pakai maskapai terbang domestik kali terbang internasional member platinum elite plus manfat fasilitas reedem miles lounge mewah extra baggasi kg prioritas boarding check in dl terimakasih indonesia jaya,bagus pakai maskapai terbang domestik kali terbang internasional member platinum elite plus manfat fasilitas reedem miles lounge extra prioritas boarding check in dl terimakasih indonesia jaya,"['bagus', 'pakai', 'maskapai', 'terbang', 'domestik', 'kali', 'terbang', 'internasional', 'member', 'platinum', 'elite', 'plus', 'manfat', 'fasilitas', 'reedem', 'miles', 'lounge', 'mewah', 'extra', 'baggasi', 'kg', 'prioritas', 'boarding', 'check', 'in', 'dl', 'terimakasih', 'indonesia', 'jaya']","['bagus', 'pakai', 'maskapai', 'terbang', 'domestik', 'kali', 'terbang', 'internasional', 'member', 'platinum', 'elite', 'plus', 'manfat', 'fasilitas', 'reedem', 'miles', 'lounge', 'extra', 'prioritas', 'boarding', 'check', 'in', 'dl', 'terimakasih', 'indonesia', 'jaya']",5,positive,5.1.0,5,2020-03-05 02:16:16,9
hanya bisa melakukan pembayaran dengan kartu kredit... di situs resmi pun begitu....... sudah bisaa akhir nya walau pakai cc kawan,bayar kartu kredit situs resmi pakai cc kawan,bayar kartu kredit situs resmi pakai cc kawan,bayar kartu kredit situs resmi pakai c kawan,bayar kartu kredit situs resmi pakai c,"['bayar', 'kartu', 'kredit', 'situs', 'resmi', 'pakai', 'c', 'kawan']","['bayar', 'kartu', 'kredit', 'situs', 'resmi', 'pakai', 'c']",4,positive,5.1.0,5,2020-03-04 00:37:32,2
service pelayanan sudah bagus.,service layan bagus,service layan bagus,service layan bagus,service layan bagus,"['service', 'layan', 'bagus']","['service', 'layan', 'bagus']",5,positive,5.1.0,5,2020-03-02 13:21:56,0
user friendly,user friendly,user friendly,user friendly,user friendly,"['user', 'friendly']","['user', 'friendly']",4,positive,5.1.0,5,2020-02-29 03:36:07,0
"pelayanan bagus,cuma makanannya kurang fresh.",layan baguscuma makan fresh,layan baguscuma makan fresh,layan baguscuma makan fresh,layan makan fresh,"['layan', 'baguscuma', 'makan', 'fresh']","['layan', 'makan', 'fresh']",5,positive,,nan,2020-02-27 03:51:59,0
baru download,download,download,download,download,['download'],['download'],4,positive,5.1.0,5,2020-02-25 18:20:00,0
"selalu tepat waktu, menu udara enak, service memuaskan",menu udara enak service muas,menu udara enak service muas,menu udara enak service muas,menu udara enak service muas,"['menu', 'udara', 'enak', 'service', 'muas']","['menu', 'udara', 'enak', 'service', 'muas']",5,positive,,nan,2020-02-24 20:54:38,0
maju terus garuda....tetap jadi yg terbaik.,maju garudatetap baik,maju garudatetap baik,maju garudatetap baik,maju baik,"['maju', 'garudatetap', 'baik']","['maju', 'baik']",5,positive,5.1.0,5,2020-02-24 11:32:08,2
nyaman dgn garuda,nyaman,nyaman,nyaman,nyaman,['nyaman'],['nyaman'],5,positive,5.1.0,5,2020-02-24 09:57:02,0
oke punya,oke,oke,oke,oke,['oke'],['oke'],5,positive,5.1.0,5,2020-02-24 01:37:52,0
mantap,mantap,mantap,mantap,mantap,['mantap'],['mantap'],5,positive,,nan,2020-02-21 09:23:15,0
oke banget,oke banget,oke banget,oke banget,oke banget,"['oke', 'banget']","['oke', 'banget']",5,positive,5.0.4,5,2020-02-20 08:11:56,0
"sering terbang dengan garuda, dan menguntungkan",terbang untung,terbang untung,terbang untung,terbang untung,"['terbang', 'untung']","['terbang', 'untung']",5,positive,5.1.0,5,2020-02-20 03:57:53,2
"terdapat bug di bagian book ketika milih kota asal lalu tiba tiba aplikasi tertutup tolong di perbaiki , udah lancar saya update penilaian",bug book pilih kota tutup tolong baik lancar update nilai,bug book pilih kota tutup tolong baik lancar update nilai,bug book pilih kota tutup tolong baik lancar update nilai,bug book pilih kota tutup tolong baik lancar update nilai,"['bug', 'book', 'pilih', 'kota', 'tutup', 'tolong', 'baik', 'lancar', 'update', 'nilai']","['bug', 'book', 'pilih', 'kota', 'tutup', 'tolong', 'baik', 'lancar', 'update', 'nilai']",1,negative,,nan,2020-02-18 16:08:20,0
good,good,good,good,good,['good'],['good'],5,positive,5.0.4,5,2020-02-18 02:47:41,0
nyaman dan aman,nyaman aman,nyaman aman,nyaman aman,nyaman aman,"['nyaman', 'aman']","['nyaman', 'aman']",5,positive,,nan,2020-02-15 02:53:34,0
good,good,good,good,good,['good'],['good'],5,positive,5.0.4,5,2020-02-14 15:41:26,0
"tampilannya fresh banget... yg sebelumnya warna hitam emas, skrg biru tua dan biru langit (sesuai dgn lambang maskapai garuda indonesianya..) keren sumpah wow... fresh banget tampilan baru aplikasinya... elegant dgn warna emas dan hitam.. redeem milesnya juga efisien skrg (seperti aplikasi sq), tinggal centang aja, ngga perlu masukin password lg.. semoga semakin maju garuda indonesia.. mantap maskapai kebanggaanku.. oya, lebih sering promo miles nya... ya.... success for garuda indonesia... 😍",tampil fresh banget warna hitam emas biru tua biru langit sesuai lambang maskapai indonesia keren sumpah wow fresh banget tampil elegant warna emas hitam redeem milesnya efisien sq tinggal centang aja pasuk password lg moga maju indonesia mantap maskapai bangga oya promo miles success for indonesia,tampil fresh banget warna hitam emas biru tua biru langit sesuai lambang maskapai indonesia keren sumpah wow fresh banget tampil elegant warna emas hitam redeem milesnya efisien sq tinggal centang aja pasuk password lg moga maju indonesia mantap maskapai bangga oya promo miles success for indonesia,tampil fresh banget warna hitam emas biru tua biru langit sesuai lambang maskapai indonesia keren sumpah wow fresh banget tampil elegant warna emas hitam redeem milesnya efisien sq tinggal centang aja pasuk password lg moga maju indonesia mantap maskapai bangga oya promo miles succes for indonesia,tampil fresh banget warna hitam emas biru tua biru langit sesuai lambang maskapai indonesia keren sumpah wow fresh banget tampil elegant warna emas hitam redeem milesnya efisien sq tinggal centang aja pasuk password lg moga maju indonesia mantap maskapai bangga promo miles succes for indonesia,"['tampil', 'fresh', 'banget', 'warna', 'hitam', 'emas', 'biru', 'tua', 'biru', 'langit', 'sesuai', 'lambang', 'maskapai', 'indonesia', 'keren', 'sumpah', 'wow', 'fresh', 'banget', 'tampil', 'elegant', 'warna', 'emas', 'hitam', 'redeem', 'milesnya', 'efisien', 'sq', 'tinggal', 'centang', 'aja', 'pasuk', 'password', 'lg', 'moga', 'maju', 'indonesia', 'mantap', 'maskapai', 'bangga', 'oya', 'promo', 'miles', 'succes', 'for', 'indonesia']","['tampil', 'fresh', 'banget', 'warna', 'hitam', 'emas', 'biru', 'tua', 'biru', 'langit', 'sesuai', 'lambang', 'maskapai', 'indonesia', 'keren', 'sumpah', 'wow', 'fresh', 'banget', 'tampil', 'elegant', 'warna', 'emas', 'hitam', 'redeem', 'milesnya', 'efisien', 'sq', 'tinggal', 'centang', 'aja', 'pasuk', 'password', 'lg', 'moga', 'maju', 'indonesia', 'mantap', 'maskapai', 'bangga', 'promo', 'miles', 'succes', 'for', 'indonesia']",5,positive,5.1.0,5,2020-02-14 11:22:12,47
sejak dua minggu ini saya tidak bisa menambahkan jadwal perjalanan saya. ini sangat mengurangi kenyamanan saya sebagai pengguna maskapai garuda. mohon agar dilakukan perbaikan pada aplikasi ini.,minggu jadwal jalan kurang nyaman guna maskapai mohon baik,minggu jadwal jalan kurang nyaman guna maskapai mohon baik,minggu jadwal jalan kurang nyaman guna maskapai mohon baik,minggu jadwal jalan kurang nyaman guna maskapai mohon baik,"['minggu', 'jadwal', 'jalan', 'kurang', 'nyaman', 'guna', 'maskapai', 'mohon', 'baik']","['minggu', 'jadwal', 'jalan', 'kurang', 'nyaman', 'guna', 'maskapai', 'mohon', 'baik']",2,negative,5.0.4,5,2020-02-10 03:20:08,5
memudahkan dalam melakukan reservasi,mudah reservasi,mudah reservasi,mudah reservasi,mudah reservasi,"['mudah', 'reservasi']","['mudah', 'reservasi']",5,positive,,nan,2020-02-06 05:24:44,0
ok,ok,ok,ok,ok,['ok'],['ok'],5,positive,5.0.4,5,2020-02-05 13:43:17,0
bagus,bagus,bagus,bagus,bagus,['bagus'],['bagus'],5,positive,5.0.4,5,2020-02-04 01:49:15,0
berhasil dalam 1x percobaan,hasil 1x coba,hasil x coba,hasil x coba,hasil x coba,"['hasil', 'x', 'coba']","['hasil', 'x', 'coba']",5,positive,5.0.4,5,2020-02-02 09:02:06,0
mudah,mudah,mudah,mudah,mudah,['mudah'],['mudah'],5,positive,5.0.4,5,2020-01-31 10:58:37,0
"kepada admin, tolong diperbarui atau diperbaiki aplikasinya, disayangkan banyak sinkronisasi yang tidak jalan didalam aplikasi mobile garuda",admin tolong baru baik sayang sinkronisasi jalan dalam mobile,admin tolong baru baik sayang sinkronisasi jalan dalam mobile,admin tolong baru baik sayang sinkronisasi jalan dalam mobile,admin tolong baru baik sayang jalan dalam mobile,"['admin', 'tolong', 'baru', 'baik', 'sayang', 'sinkronisasi', 'jalan', 'dalam', 'mobile']","['admin', 'tolong', 'baru', 'baik', 'sayang', 'jalan', 'dalam', 'mobile']",1,negative,5.0.4,5,2020-01-30 20:05:28,4
ribet mau chat gak bisa...ujungwnya disuruh telpon,ribet chat bisaujungwnya suruh telpon,ribet chat bisaujungwnya suruh telpon,ribet chat bisaujungwnya suruh telpon,ribet chat suruh telpon,"['ribet', 'chat', 'bisaujungwnya', 'suruh', 'telpon']","['ribet', 'chat', 'suruh', 'telpon']",1,negative,,nan,2020-01-27 10:56:45,0
eror mulu setiap abis milih rute. ga ikhlas ya ngelayanin masyarakat? selamanya ga bakal garuda bs bagus klo ga niat mah,eror mulu habis pilih rute ikhlas ngelayanin masyarakat bagus kalo niat mah,eror mulu habis pilih rute ikhlas ngelayanin masyarakat bagus kalo niat mah,eror mulu habis pilih rute ikhlas ngelayanin masyarakat bagus kalo niat mah,eror mulu habis pilih rute masyarakat bagus kalo niat,"['eror', 'mulu', 'habis', 'pilih', 'rute', 'ikhlas', 'ngelayanin', 'masyarakat', 'bagus', 'kalo', 'niat', 'mah']","['eror', 'mulu', 'habis', 'pilih', 'rute', 'masyarakat', 'bagus', 'kalo', 'niat']",1,negative,,nan,2020-01-26 12:25:31,0
"tampilan baru ckup menarik, yg bikin kesal, setiap update selalu upcoming trip hilang trus knp tidak otomatis tersimpan? selalu buat baru lagi",tampil tarik bikin kesal update upcoming trip hilang otomatis simpan,tampil tarik bikin kesal update upcoming trip hilang otomatis simpan,tampil tarik bikin kesal update upcoming trip hilang otomatis simpan,tampil tarik bikin kesal update upcoming trip hilang otomatis simpan,"['tampil', 'tarik', 'bikin', 'kesal', 'update', 'upcoming', 'trip', 'hilang', 'otomatis', 'simpan']","['tampil', 'tarik', 'bikin', 'kesal', 'update', 'upcoming', 'trip', 'hilang', 'otomatis', 'simpan']",5,positive,5.0.4,5,2020-01-26 07:56:27,1
mantap banyak promo!!!!,mantap promo,mantap promo,mantap promo,mantap promo,"['mantap', 'promo']","['mantap', 'promo']",5,positive,,nan,2020-01-26 07:16:17,0
"aplikasi sangat berat , koneksi internet bagus, tapi jalan sangat lambat aplikasinya, tolong maintenance segera bertindak",berat koneksi internet bagus jalan lambat tolong maintenance tindak,berat koneksi internet bagus jalan lambat tolong maintenance tindak,berat koneksi internet bagus jalan lambat tolong maintenance tindak,berat koneksi internet bagus jalan lambat tolong maintenance tindak,"['berat', 'koneksi', 'internet', 'bagus', 'jalan', 'lambat', 'tolong', 'maintenance', 'tindak']","['berat', 'koneksi', 'internet', 'bagus', 'jalan', 'lambat', 'tolong', 'maintenance', 'tindak']",3,neutral,5.0.4,5,2020-01-25 15:11:03,2
"kasih tau saya,ada bahasa indonesia gak",kasih tau sayaada bahasa indonesia,kasih tau sayaada bahasa indonesia,kasih tau sayaada bahasa indonesia,kasih tau bahasa indonesia,"['kasih', 'tau', 'sayaada', 'bahasa', 'indonesia']","['kasih', 'tau', 'bahasa', 'indonesia']",3,neutral,5.0.4,5,2020-01-25 13:18:35,0
"sangat membantu... mudah, cepat dan amanah💞",bantu mudah cepat amanah,bantu mudah cepat amanah,bantu mudah cepat amanah,bantu mudah cepat,"['bantu', 'mudah', 'cepat', 'amanah']","['bantu', 'mudah', 'cepat']",5,positive,5.0.4,5,2020-01-24 14:34:03,0
good,good,good,good,good,['good'],['good'],5,positive,5.0.4,5,2020-01-20 05:20:43,0
memudahkan customer,mudah customer,mudah customer,mudah customer,mudah customer,"['mudah', 'customer']","['mudah', 'customer']",5,positive,5.0.4,5,2020-01-15 13:19:59,0
"mantap, kalau bisa untuk proses pembayarannya di permudah dengan langsung menggunakan mobile bangking agar tidak ribet.",mantap proses bayar mudah langsung mobile bangking ribet,mantap proses bayar mudah langsung mobile bangking ribet,mantap proses bayar mudah langsung mobile bangking ribet,mantap proses bayar mudah langsung mobile bangking ribet,"['mantap', 'proses', 'bayar', 'mudah', 'langsung', 'mobile', 'bangking', 'ribet']","['mantap', 'proses', 'bayar', 'mudah', 'langsung', 'mobile', 'bangking', 'ribet']",5,positive,5.0.4,5,2020-01-09 13:36:29,0
