content,content_stemmed_no_common_2,content_regex,content_regex_norm,tokens_nltk,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
"force closed terus kalau buka garudamiles nya, sdh install ulang, ckear chace",force closed buka garudamiles install ulang ckear chace,force closed buka garudamiles install ulang ckear chace,force closed buka garudamiles instal ulang ckear chace,"['force', 'closed', 'buka', 'garudamiles', 'instal', 'ulang', 'ckear', 'chace']",1,2,5.2.1,2021-03-08 16:31:57,"Pelanggan Yth. Bapak Reza Faisal. Terkait dengan case berikut silakan dicoba untuk memperbarui aplikasi dengan versi terbaru guna mempercepat akses data lalu login kembali. Mohon maaf atas ketidaknyamanan yang terjadi. Demikian disampaikan. Hormat Kami, Garuda Indonesia.",2021-03-09 08:08:24
app suka tutup sendiri,suka tutup,suka tutup,suka tutup,"['suka', 'tutup']",1,3,5.2.1,2021-03-08 06:13:26,"Pelanggan Yth. Bapak Yuda wibawanto. Terkait dengan case berikut silakan dicoba untuk memperbarui aplikasi dengan versi terbaru guna mempercepat akses data lalu mengaksesnya kembali. Mohon maaf atas ketidaknyamanan yang terjadi. Demikian disampaikan. Hormat Kami, Garuda Indonesia.",2021-03-09 08:06:32
ini gmana ini aplikasi ya?,,,,[],1,2,5.2.1,2021-03-07 09:58:24,"Pelanggan Kami Yang Terhormat. Terkait dengan case berikut, mohon dapat dikirimkan tangkapan layar kendala yang dialami ke e-booking@garuda-indonesia.com untuk kami tindak lanjuti. Mohon maaf atas ketidaknyamanan yang terjadi. Demikian disampaikan. Hormat Kami, Garuda Indonesia.",2021-03-09 09:10:43
"aplikasi nya susah digunakan, untuk cek miles juga tidak bisa dibuka.",susah cek miles buka,susah cek miles buka,susah cek miles buka,"['susah', 'cek', 'miles', 'buka']",1,1,,2021-03-06 22:50:03,"Pelanggan Yth. Bapak Echa Kurniawan. Terkait dengan case berikut silakan dicoba untuk melakukan clear cache pada pengaturan aplikasi Anda guna mempercepat akses data lalu login kembali. Mohon maaf atas ketidaknyamanan yang terjadi. Demikian disampaikan. Hormat Kami, Garuda Indonesia.",2021-03-08 01:34:30
"tidak bisa masuk ke menu garuda miles, selalu forced closed.. sehingga tidak bisa melihat miles yang di dapat.. sudah dilakukan tp tidak bisa jg...",masuk menu miles forced closed miles jg,masuk menu miles forced closed miles jg,masuk menu miles forced closed miles jg,"['masuk', 'menu', 'miles', 'forced', 'closed', 'miles', 'jg']",1,2,5.2.0.1,2021-03-04 13:34:34,"Pelanggan Yth. Bapak. Jeffrey Lawrance. Mohon maaf atas ketidaknyamanannya, silakan dicoba kosongkan cache guna memperlancar akses data lalu login kembali. Semoga kendala tidak terulang kembali. Hormat kami, Garuda Indonesia.",2021-03-04 13:17:03
mau lihat miles aja langsung auto forced log out. tolong segera diperbaiki aplikasinya.,lihat miles langsung auto forced log out tolong baik,lihat miles langsung auto forced log out tolong baik,lihat miles langsung auto forced log out tolong baik,"['lihat', 'miles', 'langsung', 'auto', 'forced', 'log', 'out', 'tolong', 'baik']",1,3,5.2.0.1,2021-03-03 23:53:13,"Pelanggan Kami Yang Terhormat. Mohon maaf atas ketidaknyamanannya, silakan dicoba kosongkan cache guna memperlancar akses data lalu login kembali. Semoga kendala tidak terulang kembali. Hormat kami, Garuda Indonesia.",2021-03-04 13:21:38
"tolong pt garuda indonesia kenapa setiap saya buka menu garuda miles selalu forced close, padahal semua chace sudah saya clear dan hapus, terus kenapa miles saya sudah 1 bulan lebih tidak masuk2? padahal saya sudah membeli tiket dengan mendaftarkan miles saya, mohon penjelasannya",tolong pt indonesia buka menu miles forced close chace clear hapus miles 1 masuk2 beli tiket daftar miles mohon jelas,tolong pt indonesia buka menu miles forced close chace clear hapus miles masuk beli tiket daftar miles mohon jelas,tolong pt indonesia buka menu miles forced close chace clear hapus miles masuk beli tiket daftar miles mohon jelas,"['tolong', 'pt', 'indonesia', 'buka', 'menu', 'miles', 'forced', 'close', 'chace', 'clear', 'hapus', 'miles', 'masuk', 'beli', 'tiket', 'daftar', 'miles', 'mohon', 'jelas']",2,1,,2021-03-02 23:05:26,"Pelanggan Yth. Bapak. Sintong Andreas Pasaribu. Terkait dengan case berikut, mohon dapat dikirimkan tangkapan layar kendala yang dialami ke e-booking@garuda-indonesia.com untuk kami tindak lanjuti. Mohon maaf atas ketidaknyamanan yang terjadi. Demikian disampaikan. Hormat Kami, Garuda Indonesia.",2021-03-04 13:19:50
"ga bisa cek miles, udh instal ulang sama aja.",cek miles instal ulang aja,cek miles instal ulang aja,cek miles instal ulang aja,"['cek', 'miles', 'instal', 'ulang', 'aja']",1,2,5.2.0.1,2021-03-02 21:45:08,"Pelanggan Yth. Ibu. Chatarina Asry. Terkait dengan case berikut, mohon dapat dikirimkan tangkapan layar kendala yang dialami ke e-booking@garuda-indonesia.com untuk kami tindak lanjuti. Mohon maaf atas ketidaknyamanan yang terjadi. Demikian disampaikan. Hormat Kami, Garuda Indonesia.",2021-03-04 13:18:44
"wah...ternyata kasusnya banyak yang sama, mengeluhkan menu garudamiles yang forced close, dan kejadian ini sudah lama dan sampai sekarang belum ada perbaikan, semoga kualitas aplikasi mobile untuk kemudahan bagi para pengguna garuda indonesia segera ditindaklanjuti",wahternyata kasus keluh menu garudamiles forced close jadi baik moga kualitas mobile mudah guna indonesia ditindaklanjuti,wahternyata kasus keluh menu garudamiles forced close jadi baik moga kualitas mobile mudah guna indonesia ditindaklanjuti,wahternyata kasus keluh menu garudamiles forced close jadi baik moga kualitas mobile mudah guna indonesia ditindaklanjuti,"['wahternyata', 'kasus', 'keluh', 'menu', 'garudamiles', 'forced', 'close', 'jadi', 'baik', 'moga', 'kualitas', 'mobile', 'mudah', 'guna', 'indonesia', 'ditindaklanjuti']",1,5,5.2.0.1,2021-03-02 10:09:09,"Pelanggan Yth. Bapak. Hendra Irawan. Terkait dengan case berikut, kami akan segera lakukan perbaikan dan memaksimalkan fungsi dari aplikasi guna kenyamanan pelanggan. Mohon maaf atas ketidaknyamanan yang terjadi. Demikian disampaikan. Hormat Kami, Garuda Indonesia.",2021-03-04 13:15:26
bagaimana caranya cek secara lengkap history penerbangan kami ?,cek lengkap history terbang,cek lengkap history terbang,cek lengkap history terbang,"['cek', 'lengkap', 'history', 'terbang']",1,2,5.2.0.1,2021-03-02 04:11:38,,
tolong lebih banyak lagi promo yg menarik,tolong promo tarik,tolong promo tarik,tolong promo tarik,"['tolong', 'promo', 'tarik']",5,0,5.2.0.1,2021-03-01 00:16:11,"Pelanggan Yth. Bapak Awal Diantoro. Terima kasih atas feedback yang diberikan. Hormat kami, Garuda Indonesia.",2021-03-01 05:33:53
buka tab bagian miles tiba-tiba close sendiri,buka tab miles tibatiba close,buka tab miles tibatiba close,buka tab miles tibatiba close,"['buka', 'tab', 'miles', 'tibatiba', 'close']",1,1,5.2.0.1,2021-02-28 14:54:34,"Pelanggan Yth. Bapak Muhammad Roby Awaludin. Terkait dengan case berikut silakan dicoba untuk melakukan clear cache pada pengaturan aplikasi Anda guna mempercepat akses data lalu login kembali. Mohon maaf atas ketidaknyamanan yang terjadi. Demikian disampaikan. Hormat Kami, Garuda Indonesia.",2021-03-01 05:32:22
sering log out sendiri klo ingin melihat garuda miles semenjak update terbaru,log out kalo miles semenjak update baru,log out kalo miles semenjak update baru,log out kalo miles semenjak update baru,"['log', 'out', 'kalo', 'miles', 'semenjak', 'update', 'baru']",1,2,5.2.0.1,2021-02-28 11:43:31,"Pelanggan Yth. Bapak Alganz Adri. Terkait dengan case berikut silakan dicoba untuk melakukan clear cache pada pengaturan aplikasi Anda guna mempercepat akses data lalu login kembali. Mohon maaf atas ketidaknyamanan yang terjadi. Demikian disampaikan. Hormat Kami, Garuda Indonesia.",2021-03-01 05:31:27
sering error dan bugs,error bugs,error bugs,error bugs,"['error', 'bugs']",3,0,,2021-02-27 15:34:23,"Pelanggan Yth. Bapak Hanif Hasan. Terkait dengan case berikut silakan dicoba untuk melakukan clear cache pada pengaturan aplikasi Anda guna mempercepat akses data lalu mengaksesnya kembali. Mohon maaf atas ketidaknyamanan yang terjadi. Demikian disampaikan. Hormat Kami, Garuda Indonesia.",2021-02-27 23:33:42
kenapa setiap saya mau memesan tiket selalu gagal ya. padahal sudah update terbaru,mes tiket gagal update baru,mes tiket gagal update baru,mes tiket gagal update baru,"['mes', 'tiket', 'gagal', 'update', 'baru']",1,3,5.2.0.1,2021-02-27 12:45:38,"Pelanggan Yth. Bapak Andry Ricardo. Terkait dengan case berikut silakan dicoba untuk melakukan clear cache pada pengaturan aplikasi Anda guna mempercepat akses data lalu mengaksesnyakembali. Mohon maaf atas ketidaknyamanan yang terjadi. Demikian disampaikan. Hormat Kami, Garuda Indonesia.",2021-02-27 23:32:58
"pilihan miles ny bug. sudah berbulan"" gak diperbaiki. gak jelas. payah sudah di clear chance, hapus data. sama aja.",pilih miles bug bulan baik payah clear chance hapus data aja,pilih miles bug bulan baik payah clear chance hapus data aja,pilih miles bug bulan baik payah clear chance hapus data aja,"['pilih', 'miles', 'bug', 'bulan', 'baik', 'payah', 'clear', 'chance', 'hapus', 'data', 'aja']",1,2,5.2.0.1,2021-02-27 05:31:52,"Pelanggan Yth. Bapak. Agus Hariyanto. Mohon maaf atas ketidaknyamanannya, silakan dicoba kosongkan cache guna mempercepat akses data lalu login kembali. Semoga kendala tidak terulang kembali. Hormat kami, Garuda Indonesia.",2021-02-26 15:16:17
"setiap ingin mengakses/membuka fitur garuda miles selalu auto keluar dr aplikasi. sudah clear cache dll tapi tetap terjadi hal yang sama. harap agar ada penyelesaian kendala ini segera dari pihak garuda, karena sangat mengganggu dalam kenyamanan penggunaan aplikasi",mengaksesmembuka fitur miles auto clear cache dll harap selesai kendala ganggu nyaman guna,mengaksesmembuka fitur miles auto clear cache dll harap selesai kendala ganggu nyaman guna,mengaksesmembuka fitur miles auto clear cache dl harap selesai kendala ganggu nyaman guna,"['mengaksesmembuka', 'fitur', 'miles', 'auto', 'clear', 'cache', 'dl', 'harap', 'selesai', 'kendala', 'ganggu', 'nyaman', 'guna']",1,23,,2021-02-27 01:39:09,"Pelanggan Kami Yang Terhormat. Terkait dengan case berikut, mohon dapat dikirimkan tangkapan layar kendala yang dialami ke e-booking@garuda-indonesia.com untuk kami tindak lanjuti. Mohon maaf atas ketidaknyamanan yang terjadi. Demikian disampaikan. Hormat Kami, Garuda Indonesia.",2021-03-04 13:04:48
payah.. dan gak bisa lagi liat pencapaian miles dan sering log out. bahkan sdh diinstal ulang tapi tetap sama.. sudah diikuti anjurannya agar case dikosongkan namun sama saja tetap logout saat cek miles...,payah lihat capai miles log out diinstal ulang ikut anjur case kosong logout cek miles,payah lihat capai miles log out diinstal ulang ikut anjur case kosong logout cek miles,payah lihat capai miles log out diinstal ulang ikut anjur case kosong logout cek miles,"['payah', 'lihat', 'capai', 'miles', 'log', 'out', 'diinstal', 'ulang', 'ikut', 'anjur', 'case', 'kosong', 'logout', 'cek', 'miles']",1,7,5.2.0.1,2021-02-26 15:42:32,"Pelanggan Yth. Bapak. Marvell Christian. Mohon maaf atas ketidaknyamanannya, silakan dicoba kosongkan cache guna memperlancar akses data lalu login kembali. Semoga kendala tidak terulang kembali. Hormat kami, Garuda Indonesia.",2021-02-26 15:27:30
"sudah melakukan tindakan sesuai arahan customer service, clear cache dan uninstall, pas install lg dan login masih tetap force closed aplikasinya. tolong dong admin, diperbarui aplikasinya. atau klo bisa di uji tes dulu sblm ditaruh di googleplay",tindak sesuai arah customer service clear cache uninstall pas install login force closed tolong admin baru kalo uji tes taruh googleplay,tindak sesuai arah customer service clear cache uninstall pas install login force closed tolong admin baru kalo uji tes taruh googleplay,tindak sesuai arah customer service clear cache uninstal pas instal login force closed tolong admin baru kalo uji tes taruh googleplay,"['tindak', 'sesuai', 'arah', 'customer', 'service', 'clear', 'cache', 'uninstal', 'pas', 'instal', 'login', 'force', 'closed', 'tolong', 'admin', 'baru', 'kalo', 'uji', 'tes', 'taruh', 'googleplay']",1,0,,2021-02-26 09:33:33,"Pelanggan Yth. Bapak. Arief Kurniawan. Terkait dengan case berikut, mohon dapat dikirimkan tangkapan layar kendala yang dialami ke e-booking@garuda-indonesia.com untuk kami tindak lanjuti. Mohon maaf atas ketidaknyamanan yang terjadi. Demikian disampaikan. Hormat Kami, Garuda Indonesia.",2021-02-26 15:25:51
setelah update aplikasinya jadi tidak bisa cek miles lagi..dan sering auto close saat cek miles..aplikasi srring eror..mohon diperbaiki performasinya ..masih lebih baik versi terdahulunya dari pada versi update appnya...saya pelanggan garuda indonesia juga kesulitan menggunakan aplikasi versi baru...,update cek miles lagidan auto close cek milesaplikasi srring erormohon baik formasi versi dahulu versi update appnyasaya langgan indonesia sulit versi,update cek miles lagidan auto close cek milesaplikasi srring erormohon baik formasi versi dahulu versi update appnyasaya langgan indonesia sulit versi,update cek miles lagidan auto close cek milesaplikasi srring erormohon baik formasi versi dahulu versi update appnyasaya langgan indonesia sulit versi,"['update', 'cek', 'miles', 'lagidan', 'auto', 'close', 'cek', 'milesaplikasi', 'srring', 'erormohon', 'baik', 'formasi', 'versi', 'dahulu', 'versi', 'update', 'appnyasaya', 'langgan', 'indonesia', 'sulit', 'versi']",1,8,5.2.0.1,2021-02-26 02:58:58,"Pelanggan Yth. Bapak. Indra Wahyudi. Terima kasih telah berbagi tanggapan Anda. Kami akan memaksimalkan fungsi dari aplikasi guna kenyamanan pelanggan. Hormat kami, Garuda Indonesia.",2021-02-26 15:24:30
ok thanks by yuni suhetrizal,ok thanks by yuni suhetrizal,ok thanks by yuni suhetrizal,ok thanks by yuni suhetrizal,"['ok', 'thanks', 'by', 'yuni', 'suhetrizal']",5,0,5.2.0.1,2021-02-25 03:45:16,"Dear Mrs. Yuni Suhetrizal. Thanks a lot for your rating. Sincerely, Garuda Indonesia.",2021-02-26 15:20:25
"dari januari sampe sekarang gak diperbaiki, aplikasinya langsung keluar kalo login. aneh kok gak ada pedulinya sama pelanggan garuda. pelayanan buruk sekali.",januari baik langsung kalo login aneh peduli langgan layan buruk,januari baik langsung kalo login aneh peduli langgan layan buruk,januari baik langsung kalo login aneh peduli langgan layan buruk,"['januari', 'baik', 'langsung', 'kalo', 'login', 'aneh', 'peduli', 'langgan', 'layan', 'buruk']",1,1,,2021-02-25 01:12:25,"Pelanggan Yth. Bapak. Beni Ridwan Susanto. Terkait dengan case berikut, silakan dicoba untuk instal ulang aplikasi guna memperlancar akses data. Mohon maaf atas ketidaknyamanan yang terjadi. Demikian disampaikan. Hormat Kami, Garuda Indonesia.",2021-02-26 15:19:15
"selalu force closed tiap kali masuk menu garuda miles. ternyata di ulasan banyak yg sama kasusnya, dan sarannya cuma hapus cache yg hasilnya tidak berpengaruh sama sekali. install ulang pun gak ada efeknya. lama sekali tindaklanjutnya padahal sudah lebih dari 1 bulan seperti ini. mau claim miles lewat email juga lama sekali responnya.",force closed kali masuk menu miles ulas kasus saran hapus cache hasil pengaruh install ulang efek tindaklanjutnya 1 claim miles email responnya,force closed kali masuk menu miles ulas kasus saran hapus cache hasil pengaruh install ulang efek tindaklanjutnya claim miles email responnya,force closed kali masuk menu miles ulas kasus saran hapus cache hasil pengaruh instal ulang efek tindaklanjutnya claim miles email responnya,"['force', 'closed', 'kali', 'masuk', 'menu', 'miles', 'ulas', 'kasus', 'saran', 'hapus', 'cache', 'hasil', 'pengaruh', 'instal', 'ulang', 'efek', 'tindaklanjutnya', 'claim', 'miles', 'email', 'responnya']",1,8,5.2.0.1,2021-02-24 10:47:32,"Pelanggan Kami Yang Terhormat.. Terkait dengan case berikut, mohon dapat dikirimkan tangkapan layar kendala yang dialami ke e-booking@garuda-indonesia.com untuk kami tindak lanjuti. Mohon maaf atas ketidaknyamanan yang terjadi. Demikian disampaikan. Hormat Kami, Garuda Indonesia.",2021-02-24 12:05:49
"saya mau pesan tiket dari garuda miles, dari content sih, lumayan, tapi ketika booking tiket muncul error, apakah pihak garuda berpikir setiap yg menggunakan aplikasi ini jadi tester aplikasi, kasih dong aplikasi terbaik, kalau ngk sini saya develop pakai bahasa dart",pesan tiket miles content sih lumayan booking tiket muncul error pikir tester kasih baik develop pakai bahasa dart,pesan tiket miles content sih lumayan booking tiket muncul error pikir tester kasih baik develop pakai bahasa dart,pesan tiket miles content sih lumayan booking tiket muncul error pikir tester kasih baik develop pakai bahasa dart,"['pesan', 'tiket', 'miles', 'content', 'sih', 'lumayan', 'booking', 'tiket', 'muncul', 'error', 'pikir', 'tester', 'kasih', 'baik', 'develop', 'pakai', 'bahasa', 'dart']",1,2,5.2.0.1,2021-02-24 04:20:46,"Pelanggan Yth. Bapak. Gibson Tambunan. Terkait dengan case berikut, kami akan segera lakukan perbaikan dan memaksimalkan fungsi dari aplikasi guna kenyamanan pelanggan. Mohon maaf atas ketidaknyamanan yang terjadi. Demikian disampaikan. Hormat Kami, Garuda Indonesia.",2021-02-24 12:04:23
"saya sudah membaca ulasan untuk menghapus cache dan mencobanya berulang kali tapi hasilnya tetap tidak berhasil, admin sebelum memberi saran sebaiknya mencoba sendiri",baca ulas hapus cache coba ulang kali hasil hasil admin saran coba,baca ulas hapus cache coba ulang kali hasil hasil admin saran coba,baca ulas hapus cache coba ulang kali hasil hasil admin saran coba,"['baca', 'ulas', 'hapus', 'cache', 'coba', 'ulang', 'kali', 'hasil', 'hasil', 'admin', 'saran', 'coba']",1,3,5.2.0.1,2021-02-24 02:32:22,"Pelanggan Yth. Bapak. Ikhsan Saruna. Terkait dengan case berikut, mohon dapat dikirimkan tangkapan layar kendala yang dialami ke e-booking@garuda-indonesia.com untuk kami tindak lanjuti. Mohon maaf atas ketidaknyamanan yang terjadi. Demikian disampaikan. Hormat Kami, Garuda Indonesia.",2021-02-24 12:00:43
